word1,word2,count,database_id,keyge1_id,keyge2_id,dataset_id,cword
cl:37984,deletion,1,15,,,9,9-43393
cl:37984,fam25,1,15,,,9,9-43394
cl:37984,incl,1,15,,,9,9-43395
cl:37984,mostly,1,15,,,9,9-43396
cl:37984,syndrome,1,15,,,9,9-43397
cl:37984,uncharacterized,1,15,,,9,9-43398
cl:37985,d,1,15,,,9,9-43399
cl:37985,deletion,1,15,,,9,9-43400
cl:37985,fel,1,15,,,9,9-43401
cl:37985,i-b,1,15,,,9,9-43402
cl:37985,incl,1,15,,,9,9-43403
cl:37985,mixed,1,15,,,9,9-43404
cl:37985,syndrome,1,15,,,9,9-43405
cl:37987,endothelial,1,15,,,9,9-43406
cl:37987,eola1,1,15,,,9,9-43407
cl:37987,eola2,1,15,,,9,9-43408
cl:37987,incl,1,15,,,9,9-43409
cl:37987,mixed,1,15,,,9,9-43410
cl:37987,protein,1,15,,,9,9-43411
cl:37987,regulator,1,15,,,9,9-43412
cl:38,proteome,1,15,,,9,9-43413
cl:38,reference,1,15,,,9,9-43414
cl:38006,endomucin,1,15,,,9,9-43415
cl:38006,fam25,1,15,,,9,9-43416
cl:38006,incl,1,15,,,9,9-43417
cl:38006,mixed,1,15,,,9,9-43418
cl:38007,factor,1,15,,,9,9-43419
cl:38007,fam25,1,15,,,9,9-43420
cl:38007,regulatory,1,15,,,9,9-43421
cl:38016,endomucin,1,15,,,9,9-43422
cl:38016,incl,1,15,,,9,9-43423
cl:38016,mixed,1,15,,,9,9-43424
cl:38016,myc,1,15,,,9,9-43425
cl:38016,protein,1,15,,,9,9-43426
cl:38016,target,1,15,,,9,9-43427
cl:38026,domain,1,15,,,9,9-43428
cl:38026,hd,1,15,,,9,9-43429
cl:38026,incl,1,15,,,9,9-43430
cl:38026,methylase,1,15,,,9,9-43431
cl:38026,mixed,1,15,,,9,9-43432
cl:38026,mraw,1,15,,,9,9-43433
cl:38044,factor-like,1,15,,,9,9-43434
cl:38044,incl,1,15,,,9,9-43435
cl:38044,like,1,15,,,9,9-43436
cl:38044,lrrc37a,1,15,,,9,9-43437
cl:38044,mixed,1,15,,,9,9-43438
cl:38044,protein,1,15,,,9,9-43439
cl:38046,fam86,1,15,,,9,9-43440
cl:38046,incl,1,15,,,9,9-43441
cl:38046,mixed,1,15,,,9,9-43442
cl:38046,n-terminal,1,15,,,9,9-43443
cl:38046,span-x,1,15,,,9,9-43444
cl:38059,factor-like,1,15,,,9,9-43445
cl:38059,like,1,15,,,9,9-43446
cl:38059,lrrc37a,1,15,,,9,9-43447
cl:38059,protein,1,15,,,9,9-43448
cl:38071,fam90,1,15,,,9,9-43449
cl:38071,finger,1,15,,,9,9-43450
cl:38071,incl,1,15,,,9,9-43451
cl:38071,mixed,1,15,,,9,9-43452
cl:38071,protein-like,1,15,,,9,9-43453
cl:38071,ret,1,15,,,9,9-43454
cl:38074,fam90,1,15,,,9,9-43455
cl:38074,finger,1,15,,,9,9-43456
cl:38074,protein-like,1,15,,,9,9-43457
cl:38074,ret,1,15,,,9,9-43458
cl:38088,cllac-motif,1,15,,,9,9-43459
cl:38088,containing,1,15,,,9,9-43460
cl:38088,domain,1,15,,,9,9-43461
cl:38088,incl,1,15,,,9,9-43462
cl:38088,mixed,1,15,,,9,9-43463
cl:38088,px,1,15,,,9,9-43464
cl:38088,snx29,1,15,,,9,9-43465
cl:38100,domain,1,15,,,9,9-43466
cl:38100,double,1,15,,,9,9-43467
cl:38100,fam78a,1,15,,,9,9-43468
cl:38100,incl,1,15,,,9,9-43469
cl:38100,mostly,1,15,,,9,9-43470
cl:38100,protein,1,15,,,9,9-43471
cl:38100,uncharacterized,1,15,,,9,9-43472
cl:38100,zinc-finger,1,15,,,9,9-43473
cl:38101,domain,1,15,,,9,9-43474
cl:38101,double,1,15,,,9,9-43475
cl:38101,fam78a,1,15,,,9,9-43476
cl:38101,incl,1,15,,,9,9-43477
cl:38101,mostly,1,15,,,9,9-43478
cl:38101,protein,1,15,,,9,9-43479
cl:38101,uncharacterized,1,15,,,9,9-43480
cl:38101,zinc-finger,1,15,,,9,9-43481
cl:38102,fam78a,1,15,,,9,9-43482
cl:38102,incl,1,15,,,9,9-43483
cl:38102,mostly,1,15,,,9,9-43484
cl:38102,protein,1,15,,,9,9-43485
cl:38102,protocadherin,1,15,,,9,9-43486
cl:38102,uncharacterized,1,15,,,9,9-43487
cl:38104,fam150,1,15,,,9,9-43488
cl:38104,incl,1,15,,,9,9-43489
cl:38104,mixed,1,15,,,9,9-43490
cl:38104,protocadherin,1,15,,,9,9-43491
cl:3812,complex,1,15,,,9,9-43492
cl:3812,deacetylate,1,15,,,9,9-43493
cl:3812,hdacs,1,15,,,9,9-43494
cl:3812,histones,1,15,,,9,9-43495
cl:3812,sin3-type,1,15,,,9,9-43496
cl:38120,development,1,15,,,9,9-43497
cl:38120,domain-containing,1,15,,,9,9-43498
cl:38120,epithelial,1,15,,,9,9-43499
cl:38120,gland,1,15,,,9,9-43500
cl:38120,in,1,15,,,9,9-43501
cl:38120,incl,1,15,,,9,9-43502
cl:38120,involved,1,15,,,9,9-43503
cl:38120,maturation,1,15,,,9,9-43504
cl:38120,mixed,1,15,,,9,9-43505
cl:38120,prostate,1,15,,,9,9-43506
cl:38120,protein,1,15,,,9,9-43507
cl:38120,repeat,1,15,,,9,9-43508
cl:3813,deacetylate,1,15,,,9,9-43509
cl:3813,expression,1,15,,,9,9-43510
cl:3813,hdacs,1,15,,,9,9-43511
cl:3813,histones,1,15,,,9,9-43512
cl:3813,negatively,1,15,,,9,9-43513
cl:3813,norc,1,15,,,9,9-43514
cl:3813,regulates,1,15,,,9,9-43515
cl:3813,rrna,1,15,,,9,9-43516
cl:38133,congenital,1,15,,,9,9-43517
cl:38133,domain-containing,1,15,,,9,9-43518
cl:38133,dystrophy-dystroglycanopathy,1,15,,,9,9-43519
cl:38133,incl,1,15,,,9,9-43520
cl:38133,mostly,1,15,,,9,9-43521
cl:38133,muscular,1,15,,,9,9-43522
cl:38133,protein,1,15,,,9,9-43523
cl:38133,type,1,15,,,9,9-43524
cl:38133,uncharacterized,1,15,,,9,9-43525
cl:38134,cleft,1,15,,,9,9-43526
cl:38134,congenital,1,15,,,9,9-43527
cl:38134,dystrophy-dystroglycanopathy,1,15,,,9,9-43528
cl:38134,incl,1,15,,,9,9-43529
cl:38134,mixed,1,15,,,9,9-43530
cl:38134,muscular,1,15,,,9,9-43531
cl:38134,orofacial,1,15,,,9,9-43532
cl:38134,type,1,15,,,9,9-43533
cl:38145,core,1,15,,,9,9-43534
cl:38145,domain-containing,1,15,,,9,9-43535
cl:38145,domains,1,15,,,9,9-43536
cl:38145,four-disulfide,1,15,,,9,9-43537
cl:38145,incl,1,15,,,9,9-43538
cl:38145,mixed,1,15,,,9,9-43539
cl:38145,protein,1,15,,,9,9-43540
cl:3815,deacetylate,1,15,,,9,9-43541
cl:3815,domain,1,15,,,9,9-43542
cl:3815,hdacs,1,15,,,9,9-43543
cl:3815,histones,1,15,,,9,9-43544
cl:3815,methyl-cpg,1,15,,,9,9-43545
cl:38155,conserved,1,15,,,9,9-43546
cl:38155,domain,1,15,,,9,9-43547
cl:38155,duf3754,1,15,,,9,9-43548
cl:38155,fork,1,15,,,9,9-43549
cl:38155,function,1,15,,,9,9-43550
cl:38155,head,1,15,,,9,9-43551
cl:38155,incl,1,15,,,9,9-43552
cl:38155,mixed,1,15,,,9,9-43553
cl:38155,of,1,15,,,9,9-43554
cl:38155,protein,1,15,,,9,9-43555
cl:38155,site1,1,15,,,9,9-43556
cl:38155,unknown,1,15,,,9,9-43557
cl:3816,deacetylate,1,15,,,9,9-43558
cl:3816,hcngp-like,1,15,,,9,9-43559
cl:3816,hdacs,1,15,,,9,9-43560
cl:3816,histones,1,15,,,9,9-43561
cl:3816,protein,1,15,,,9,9-43562
cl:3817,deacetylate,1,15,,,9,9-43563
cl:3817,hdacs,1,15,,,9,9-43564
cl:3817,histones,1,15,,,9,9-43565
cl:38173,doxx,1,15,,,9,9-43566
cl:38173,incl,1,15,,,9,9-43567
cl:38173,mostly,1,15,,,9,9-43568
cl:38173,proline,1,15,,,9,9-43569
cl:38173,racemase,1,15,,,9,9-43570
cl:38173,uncharacterized,1,15,,,9,9-43571
cl:38175,domain,1,15,,,9,9-43572
cl:38175,gfa,1,15,,,9,9-43573
cl:38175,incl,1,15,,,9,9-43574
cl:38175,mostly,1,15,,,9,9-43575
cl:38175,proline,1,15,,,9,9-43576
cl:38175,racemase,1,15,,,9,9-43577
cl:38175,uncharacterized,1,15,,,9,9-43578
cl:38177,domain-containing,1,15,,,9,9-43579
cl:38177,incl,1,15,,,9,9-43580
cl:38177,mixed,1,15,,,9,9-43581
cl:38177,protein,1,15,,,9,9-43582
cl:38177,spermatogenesis-associated,1,15,,,9,9-43583
cl:38177,thap,1,15,,,9,9-43584
cl:3819,h2a,1,15,,,9,9-43585
cl:3819,histone,1,15,,,9,9-43586
cl:3819,of,1,15,,,9,9-43587
cl:3819,sap30,1,15,,,9,9-43588
cl:3819,zinc-finger,1,15,,,9,9-43589
cl:38195,domain,1,15,,,9,9-43590
cl:38195,duf5524,1,15,,,9,9-43591
cl:38195,function,1,15,,,9,9-43592
cl:38195,gfa,1,15,,,9,9-43593
cl:38195,incl,1,15,,,9,9-43594
cl:38195,mixed,1,15,,,9,9-43595
cl:38195,of,1,15,,,9,9-43596
cl:38195,protein,1,15,,,9,9-43597
cl:38195,unknown,1,15,,,9,9-43598
cl:38211,domain,1,15,,,9,9-43599
cl:38211,doxx,1,15,,,9,9-43600
cl:38211,fyve,1,15,,,9,9-43601
cl:38211,incl,1,15,,,9,9-43602
cl:38211,mostly,1,15,,,9,9-43603
cl:38211,pkhf1,1,15,,,9,9-43604
cl:38211,uncharacterized,1,15,,,9,9-43605
cl:38212,domain,1,15,,,9,9-43606
cl:38212,fyve,1,15,,,9,9-43607
cl:38212,incl,1,15,,,9,9-43608
cl:38212,krueppel,1,15,,,9,9-43609
cl:38212,mixed,1,15,,,9,9-43610
cl:38212,pkhf1,1,15,,,9,9-43611
cl:38225,doxx,1,15,,,9,9-43612
cl:38225,duf4634,1,15,,,9,9-43613
cl:38225,function,1,15,,,9,9-43614
cl:38225,incl,1,15,,,9,9-43615
cl:38225,mixed,1,15,,,9,9-43616
cl:38225,of,1,15,,,9,9-43617
cl:38225,protein,1,15,,,9,9-43618
cl:38225,unknown,1,15,,,9,9-43619
cl:38236,humanin,1,15,,,9,9-43620
cl:38236,incl,1,15,,,9,9-43621
cl:38236,mixed,1,15,,,9,9-43622
cl:38236,otoraplin,1,15,,,9,9-43623
cl:38237,humanin,1,15,,,9,9-43624
cl:38237,incl,1,15,,,9,9-43625
cl:38237,m23,1,15,,,9,9-43626
cl:38237,mixed,1,15,,,9,9-43627
cl:38237,peptidase,1,15,,,9,9-43628
cl:38238,humanin,1,15,,,9,9-43629
cl:38238,m23,1,15,,,9,9-43630
cl:38238,peptidase,1,15,,,9,9-43631
cl:38239,humanin,1,15,,,9,9-43632
cl:38240,humanin,1,15,,,9,9-43633
cl:38251,humanin,1,15,,,9,9-43634
cl:38263,ets,1,15,,,9,9-43635
cl:38263,factor,1,15,,,9,9-43636
cl:38263,fam81a,1,15,,,9,9-43637
cl:38263,homologous,1,15,,,9,9-43638
cl:38263,incl,1,15,,,9,9-43639
cl:38263,mixed,1,15,,,9,9-43640
cl:38263,protein,1,15,,,9,9-43641
cl:38275,first,1,15,,,9,9-43642
cl:38275,incl,1,15,,,9,9-43643
cl:38275,mostly,1,15,,,9,9-43644
cl:38275,out,1,15,,,9,9-43645
cl:38275,protein,1,15,,,9,9-43646
cl:38275,schizophrenia,1,15,,,9,9-43647
cl:38275,uncharacterized,1,15,,,9,9-43648
cl:38277,coiled-coil,1,15,,,9,9-43649
cl:38277,domain-containing,1,15,,,9,9-43650
cl:38277,incl,1,15,,,9,9-43651
cl:38277,mixed,1,15,,,9,9-43652
cl:38277,protein,1,15,,,9,9-43653
cl:38277,schizophrenia,1,15,,,9,9-43654
cl:38289,coiled-coil,1,15,,,9,9-43655
cl:38289,domain-containing,1,15,,,9,9-43656
cl:38289,first,1,15,,,9,9-43657
cl:38289,incl,1,15,,,9,9-43658
cl:38289,mixed,1,15,,,9,9-43659
cl:38289,out,1,15,,,9,9-43660
cl:38289,protein,1,15,,,9,9-43661
cl:38298,incl,1,15,,,9,9-43662
cl:38298,mostly,1,15,,,9,9-43663
cl:38298,otoraplin,1,15,,,9,9-43664
cl:38298,uncharacterized,1,15,,,9,9-43665
cl:38299,incl,1,15,,,9,9-43666
cl:38299,mostly,1,15,,,9,9-43667
cl:38299,otoraplin,1,15,,,9,9-43668
cl:38299,otospiralin,1,15,,,9,9-43669
cl:38299,uncharacterized,1,15,,,9,9-43670
cl:38302,incl,1,15,,,9,9-43671
cl:38302,mixed,1,15,,,9,9-43672
cl:38302,otoraplin,1,15,,,9,9-43673
cl:38302,otospiralin,1,15,,,9,9-43674
cl:38323,fam212,1,15,,,9,9-43675
cl:38323,incl,1,15,,,9,9-43676
cl:38323,linker,1,15,,,9,9-43677
cl:38323,mixed,1,15,,,9,9-43678
cl:38323,myosin-i,1,15,,,9,9-43679
cl:38323,protein,1,15,,,9,9-43680
cl:38337,incl,1,15,,,9,9-43681
cl:38337,member,1,15,,,9,9-43682
cl:38337,mixed,1,15,,,9,9-43683
cl:38337,solute,1,15,,,9,9-43684
cl:3835,deacetylate,1,15,,,9,9-43685
cl:3835,hdacs,1,15,,,9,9-43686
cl:3835,histones,1,15,,,9,9-43687
cl:38353,domain,1,15,,,9,9-43688
cl:38353,incl,1,15,,,9,9-43689
cl:38353,mixed,1,15,,,9,9-43690
cl:38353,olfactory,1,15,,,9,9-43691
cl:38353,receptor,1,15,,,9,9-43692
cl:38353,rej,1,15,,,9,9-43693
cl:38354,domain,1,15,,,9,9-43694
cl:38354,incl,1,15,,,9,9-43695
cl:38354,mixed,1,15,,,9,9-43696
cl:38354,olfactory,1,15,,,9,9-43697
cl:38354,receptor,1,15,,,9,9-43698
cl:38354,rej,1,15,,,9,9-43699
cl:38355,disconnected-like,1,15,,,9,9-43700
cl:38355,incl,1,15,,,9,9-43701
cl:38355,mixed,1,15,,,9,9-43702
cl:38355,olfactory,1,15,,,9,9-43703
cl:38355,protein,1,15,,,9,9-43704
cl:38355,receptor,1,15,,,9,9-43705
cl:38356,disconnected-like,1,15,,,9,9-43706
cl:38356,incl,1,15,,,9,9-43707
cl:38356,mixed,1,15,,,9,9-43708
cl:38356,olfactory,1,15,,,9,9-43709
cl:38356,protein,1,15,,,9,9-43710
cl:38356,receptor,1,15,,,9,9-43711
cl:38357,domain,1,15,,,9,9-43712
cl:38357,double,1,15,,,9,9-43713
cl:38357,olfactory,1,15,,,9,9-43714
cl:38357,receptor,1,15,,,9,9-43715
cl:38357,zinc-finger,1,15,,,9,9-43716
cl:38358,odorant,1,15,,,9,9-43717
cl:38358,olfactory,1,15,,,9,9-43718
cl:38358,receptor,1,15,,,9,9-43719
cl:38359,odorant,1,15,,,9,9-43720
cl:38359,olfactory,1,15,,,9,9-43721
cl:38359,receptor,1,15,,,9,9-43722
cl:38360,domain,1,15,,,9,9-43723
cl:38360,double,1,15,,,9,9-43724
cl:38360,incl,1,15,,,9,9-43725
cl:38360,mixed,1,15,,,9,9-43726
cl:38360,odorant,1,15,,,9,9-43727
cl:38360,zinc-finger,1,15,,,9,9-43728
cl:38361,domain,1,15,,,9,9-43729
cl:38361,duf4629,1,15,,,9,9-43730
cl:38361,function,1,15,,,9,9-43731
cl:38361,incl,1,15,,,9,9-43732
cl:38361,mixed,1,15,,,9,9-43733
cl:38361,odorant,1,15,,,9,9-43734
cl:38361,of,1,15,,,9,9-43735
cl:38361,unknown,1,15,,,9,9-43736
cl:38363,domain,1,15,,,9,9-43737
cl:38363,duf4629,1,15,,,9,9-43738
cl:38363,function,1,15,,,9,9-43739
cl:38363,incl,1,15,,,9,9-43740
cl:38363,mixed,1,15,,,9,9-43741
cl:38363,odorant,1,15,,,9,9-43742
cl:38363,of,1,15,,,9,9-43743
cl:38363,unknown,1,15,,,9,9-43744
cl:38365,incl,1,15,,,9,9-43745
cl:38365,mixed,1,15,,,9,9-43746
cl:38365,odorant,1,15,,,9,9-43747
cl:38365,retinal,1,15,,,9,9-43748
cl:38365,tortuosity,1,15,,,9,9-43749
cl:38367,odorant,1,15,,,9,9-43750
cl:38367,retinal,1,15,,,9,9-43751
cl:38367,tortuosity,1,15,,,9,9-43752
cl:38368,odorant,1,15,,,9,9-43753
cl:38368,olfactory,1,15,,,9,9-43754
cl:38368,receptor,1,15,,,9,9-43755
cl:38377,incl,1,15,,,9,9-43756
cl:38377,mixed,1,15,,,9,9-43757
cl:38377,receptor,1,15,,,9,9-43758
cl:38377,retinal,1,15,,,9,9-43759
cl:38377,serotonin,1,15,,,9,9-43760
cl:38377,tortuosity,1,15,,,9,9-43761
cl:38401,domain,1,15,,,9,9-43762
cl:38401,duf4629,1,15,,,9,9-43763
cl:38401,function,1,15,,,9,9-43764
cl:38401,incl,1,15,,,9,9-43765
cl:38401,mixed,1,15,,,9,9-43766
cl:38401,of,1,15,,,9,9-43767
cl:38401,unknown,1,15,,,9,9-43768
cl:38419,domain,1,15,,,9,9-43769
cl:38419,double,1,15,,,9,9-43770
cl:38419,golgi,1,15,,,9,9-43771
cl:38419,membrane,1,15,,,9,9-43772
cl:38419,protein,1,15,,,9,9-43773
cl:38419,tvp23-like,1,15,,,9,9-43774
cl:38419,zinc-finger,1,15,,,9,9-43775
cl:38429,domain,1,15,,,9,9-43776
cl:38429,incl,1,15,,,9,9-43777
cl:38429,mixed,1,15,,,9,9-43778
cl:38429,protein,1,15,,,9,9-43779
cl:38429,rhogap,1,15,,,9,9-43780
cl:38429,uncharacterised,1,15,,,9,9-43781
cl:38429,upf0183,1,15,,,9,9-43782
cl:38444,golgin,1,15,,,9,9-43783
cl:38444,incl,1,15,,,9,9-43784
cl:38444,integral,1,15,,,9,9-43785
cl:38444,member,1,15,,,9,9-43786
cl:38444,membrane,1,15,,,9,9-43787
cl:38444,mixed,1,15,,,9,9-43788
cl:38444,motif,1,15,,,9,9-43789
cl:38444,protein,1,15,,,9,9-43790
cl:38444,subfamily,1,15,,,9,9-43791
cl:38444,sys1-related,1,15,,,9,9-43792
cl:38445,gpcr,1,15,,,9,9-43793
cl:38445,integral,1,15,,,9,9-43794
cl:38445,membrane,1,15,,,9,9-43795
cl:38445,protein,1,15,,,9,9-43796
cl:38445,serpentine,1,15,,,9,9-43797
cl:38445,srsx,1,15,,,9,9-43798
cl:38445,sys1-related,1,15,,,9,9-43799
cl:38445,type,1,15,,,9,9-43800
cl:38454,golgin,1,15,,,9,9-43801
cl:38454,incl,1,15,,,9,9-43802
cl:38454,member,1,15,,,9,9-43803
cl:38454,mixed,1,15,,,9,9-43804
cl:38454,motif,1,15,,,9,9-43805
cl:38454,odorant,1,15,,,9,9-43806
cl:38454,subfamily,1,15,,,9,9-43807
cl:38464,conserved,1,15,,,9,9-43808
cl:38464,copper,1,15,,,9,9-43809
cl:38464,histidine-cluster-1,1,15,,,9,9-43810
cl:38464,ii,1,15,,,9,9-43811
cl:38464,incl,1,15,,,9,9-43812
cl:38464,monooxygenase,1,15,,,9,9-43813
cl:38464,mostly,1,15,,,9,9-43814
cl:38464,protocadherin,1,15,,,9,9-43815
cl:38464,site,1,15,,,9,9-43816
cl:38464,type,1,15,,,9,9-43817
cl:38464,uncharacterized,1,15,,,9,9-43818
cl:38466,conserved,1,15,,,9,9-43819
cl:38466,copper,1,15,,,9,9-43820
cl:38466,histidine-cluster-1,1,15,,,9,9-43821
cl:38466,ii,1,15,,,9,9-43822
cl:38466,incl,1,15,,,9,9-43823
cl:38466,mixed,1,15,,,9,9-43824
cl:38466,modulating,1,15,,,9,9-43825
cl:38466,monooxygenase,1,15,,,9,9-43826
cl:38466,of,1,15,,,9,9-43827
cl:38466,postsynapse,1,15,,,9,9-43828
cl:38466,process,1,15,,,9,9-43829
cl:38466,protein,1,15,,,9,9-43830
cl:38466,regulation,1,15,,,9,9-43831
cl:38466,site,1,15,,,9,9-43832
cl:38466,synaptic,1,15,,,9,9-43833
cl:38466,transmission,1,15,,,9,9-43834
cl:38466,type,1,15,,,9,9-43835
cl:38488,disconnected-like,1,15,,,9,9-43836
cl:38488,incl,1,15,,,9,9-43837
cl:38488,metallo-beta-lactamase,1,15,,,9,9-43838
cl:38488,mostly,1,15,,,9,9-43839
cl:38488,protein,1,15,,,9,9-43840
cl:38488,superfamily,1,15,,,9,9-43841
cl:38488,uncharacterized,1,15,,,9,9-43842
cl:38490,disconnected-like,1,15,,,9,9-43843
cl:38490,duf4684,1,15,,,9,9-43844
cl:38490,function,1,15,,,9,9-43845
cl:38490,incl,1,15,,,9,9-43846
cl:38490,mixed,1,15,,,9,9-43847
cl:38490,of,1,15,,,9,9-43848
cl:38490,protein,1,15,,,9,9-43849
cl:38490,unknown,1,15,,,9,9-43850
cl:38491,disconnected-like,1,15,,,9,9-43851
cl:38491,incl,1,15,,,9,9-43852
cl:38491,leukemia,1,15,,,9,9-43853
cl:38491,mixed,1,15,,,9,9-43854
cl:38491,protein,1,15,,,9,9-43855
cl:38491,t-cell,1,15,,,9,9-43856
cl:38491,translocation-altered,1,15,,,9,9-43857
cl:3850,expression,1,15,,,9,9-43858
cl:3850,negatively,1,15,,,9,9-43859
cl:3850,norc,1,15,,,9,9-43860
cl:3850,regulates,1,15,,,9,9-43861
cl:3850,rrna,1,15,,,9,9-43862
cl:38502,duf4684,1,15,,,9,9-43863
cl:38502,f,1,15,,,9,9-43864
cl:38502,function,1,15,,,9,9-43865
cl:38502,g,1,15,,,9,9-43866
cl:38502,incl,1,15,,,9,9-43867
cl:38502,mas-related,1,15,,,9,9-43868
cl:38502,mixed,1,15,,,9,9-43869
cl:38502,of,1,15,,,9,9-43870
cl:38502,protein,1,15,,,9,9-43871
cl:38502,protein-coupled,1,15,,,9,9-43872
cl:38502,receptor,1,15,,,9,9-43873
cl:38502,unknown,1,15,,,9,9-43874
cl:3852,complex,1,15,,,9,9-43875
cl:3852,fever,1,15,,,9,9-43876
cl:3852,rift,1,15,,,9,9-43877
cl:3852,sin3-type,1,15,,,9,9-43878
cl:3852,valley,1,15,,,9,9-43879
cl:38520,domain-containing,1,15,,,9,9-43880
cl:38520,incl,1,15,,,9,9-43881
cl:38520,lysin,1,15,,,9,9-43882
cl:38520,metallo-beta-lactamase,1,15,,,9,9-43883
cl:38520,mixed,1,15,,,9,9-43884
cl:38520,motif,1,15,,,9,9-43885
cl:38520,protein,1,15,,,9,9-43886
cl:38530,hereditary,1,15,,,9,9-43887
cl:38530,incl,1,15,,,9,9-43888
cl:38530,mixed,1,15,,,9,9-43889
cl:38530,quinone-reductase,1,15,,,9,9-43890
cl:38530,spherocytosis,1,15,,,9,9-43891
cl:38530,sulphide,1,15,,,9,9-43892
cl:38530,type,1,15,,,9,9-43893
cl:38548,domain,1,15,,,9,9-43894
cl:38548,galectin-14,1,15,,,9,9-43895
cl:38548,incl,1,15,,,9,9-43896
cl:38548,mostly,1,15,,,9,9-43897
cl:38548,rej,1,15,,,9,9-43898
cl:38548,uncharacterized,1,15,,,9,9-43899
cl:38549,domain,1,15,,,9,9-43900
cl:38549,galectin-14,1,15,,,9,9-43901
cl:38549,incl,1,15,,,9,9-43902
cl:38549,mostly,1,15,,,9,9-43903
cl:38549,sh3,1,15,,,9,9-43904
cl:38549,sh3rf3,1,15,,,9,9-43905
cl:38549,uncharacterized,1,15,,,9,9-43906
cl:38552,congenital,1,15,,,9,9-43907
cl:38552,myasthenic,1,15,,,9,9-43908
cl:38552,receptor,1,15,,,9,9-43909
cl:38552,serotonin,1,15,,,9,9-43910
cl:38552,syndrome,1,15,,,9,9-43911
cl:38567,disease,1,15,,,9,9-43912
cl:38567,incl,1,15,,,9,9-43913
cl:38567,mixed,1,15,,,9,9-43914
cl:38567,parkinsons,1,15,,,9,9-43915
cl:38567,receptor,1,15,,,9,9-43916
cl:38576,domain,1,15,,,9,9-43917
cl:38576,incl,1,15,,,9,9-43918
cl:38576,mixed,1,15,,,9,9-43919
cl:38576,rej,1,15,,,9,9-43920
cl:38576,tubulin,1,15,,,9,9-43921
cl:38577,domain,1,15,,,9,9-43922
cl:38577,incl,1,15,,,9,9-43923
cl:38577,mixed,1,15,,,9,9-43924
cl:38577,sterol,1,15,,,9,9-43925
cl:38577,transmembrane,1,15,,,9,9-43926
cl:38577,transport,1,15,,,9,9-43927
cl:38577,tubulin,1,15,,,9,9-43928
cl:38591,disease,1,15,,,9,9-43929
cl:38591,domain,1,15,,,9,9-43930
cl:38591,kidney,1,15,,,9,9-43931
cl:38591,polycystic,1,15,,,9,9-43932
cl:38591,protein,1,15,,,9,9-43933
cl:38591,rej,1,15,,,9,9-43934
cl:38591,type,1,15,,,9,9-43935
cl:38603,fibrocystin-l,1,15,,,9,9-43936
cl:38603,incl,1,15,,,9,9-43937
cl:38603,mostly,1,15,,,9,9-43938
cl:38603,mrn-interacting,1,15,,,9,9-43939
cl:38603,protein,1,15,,,9,9-43940
cl:38603,uncharacterized,1,15,,,9,9-43941
cl:38604,fibrocystin-l,1,15,,,9,9-43942
cl:38604,incl,1,15,,,9,9-43943
cl:38604,mostly,1,15,,,9,9-43944
cl:38604,mrn-interacting,1,15,,,9,9-43945
cl:38604,protein,1,15,,,9,9-43946
cl:38604,uncharacterized,1,15,,,9,9-43947
cl:38606,domain,1,15,,,9,9-43948
cl:38606,duf4461,1,15,,,9,9-43949
cl:38606,fibrocystin-l,1,15,,,9,9-43950
cl:38606,function,1,15,,,9,9-43951
cl:38606,incl,1,15,,,9,9-43952
cl:38606,mixed,1,15,,,9,9-43953
cl:38606,of,1,15,,,9,9-43954
cl:38606,unknown,1,15,,,9,9-43955
cl:38618,estrogen-dependent,1,15,,,9,9-43956
cl:38618,incl,1,15,,,9,9-43957
cl:38618,mesenteric,1,15,,,9,9-43958
cl:38618,mixed,1,15,,,9,9-43959
cl:38618,mrn-interacting,1,15,,,9,9-43960
cl:38618,protein,1,15,,,9,9-43961
cl:38632,domain-containing,1,15,,,9,9-43962
cl:38632,duf4639,1,15,,,9,9-43963
cl:38632,function,1,15,,,9,9-43964
cl:38632,incl,1,15,,,9,9-43965
cl:38632,iq,1,15,,,9,9-43966
cl:38632,mostly,1,15,,,9,9-43967
cl:38632,n,1,15,,,9,9-43968
cl:38632,of,1,15,,,9,9-43969
cl:38632,protein,1,15,,,9,9-43970
cl:38632,uncharacterized,1,15,,,9,9-43971
cl:38632,unknown,1,15,,,9,9-43972
cl:38634,domain-containing,1,15,,,9,9-43973
cl:38634,duf4639,1,15,,,9,9-43974
cl:38634,function,1,15,,,9,9-43975
cl:38634,incl,1,15,,,9,9-43976
cl:38634,iq,1,15,,,9,9-43977
cl:38634,mixed,1,15,,,9,9-43978
cl:38634,n,1,15,,,9,9-43979
cl:38634,of,1,15,,,9,9-43980
cl:38634,protein,1,15,,,9,9-43981
cl:38634,unknown,1,15,,,9,9-43982
cl:38647,duf4508,1,15,,,9,9-43983
cl:38647,duf4638,1,15,,,9,9-43984
cl:38647,function,1,15,,,9,9-43985
cl:38647,incl,1,15,,,9,9-43986
cl:38647,mixed,1,15,,,9,9-43987
cl:38647,of,1,15,,,9,9-43988
cl:38647,protein,1,15,,,9,9-43989
cl:38647,unknown,1,15,,,9,9-43990
cl:38658,incl,1,15,,,9,9-43991
cl:38658,lbh,1,15,,,9,9-43992
cl:38658,mostly,1,15,,,9,9-43993
cl:38658,protein,1,15,,,9,9-43994
cl:38658,uncharacterized,1,15,,,9,9-43995
cl:38660,incl,1,15,,,9,9-43996
